Link_Titolo,Nome,aiconalt,Visualizzazione,Visualizzazione1
,GeJott,"5,0 su 5 stelle",Recensito in Germania il 23 maggio 2025,"ein solides Telefon, mehr braucht man nicht
"
,Marvin,"4,0 su 5 stelle",Recensito in Germania il 21 febbraio 2025,"Lieferung super schnell. Im Angebot gekauft. solider Eindruck.
4 Sterne für die Qualität der Teile, stabil gebaut, großer akku, gute helligkeit und guter Sound. Es ist schmaler als andere Smartphones das finde ich super! Die Benutzeroberfläche hat stark abgebaut das war früher bei Sony Smartphones viel besser. Wenn man die google Oberfläche mit Sony optik mag ist es denke ich in Ordnung. Mir fehlt aber soetwas wie Tap to Wake und andere Funktionen. Keine Google Kamera app und tap to wake und intuitives schnelles Menü, dann gebe ich 5 Sterne. Wenn diese Oberfläche kein Standard wäre, den viele nutzen dann gäbe nur 3 Sterne von mir.
"
,Stas,"4,0 su 5 stelle",Recensito in Germania il 8 agosto 2024,"Phone itself is great - just exactly what I needed. It has slot for microSD card, slot for one physical SIM and e-SIM. Good size and very lightweight. Unfortunately I was not able to activate Smart-ID on it and banks in Lithuania requires this app for clients authentication. So I had to return this otherwise great phone.
"
,Heiner Ehlers,"4,0 su 5 stelle",Recensito in Germania il 25 novembre 2024,"Seit Jahren nur noch Handys von Sony. Wurde noch nie enttäuscht. Meine Anforderungen werden voll erfüllt. Nur, dass es die ""alte"" - sprich frühere - Foto-Galerie nicht mehr gibt, finde ich nicht so optimal - schade!!! So what, damit muss ich jetzt leben.
"
,Doris Bogner,"3,0 su 5 stelle",Recensito in Germania il 28 gennaio 2025,"Von diesem Handy ist abzuraten. Entweder war dieses bereits bei Ankunft defekt oder es ist schlecht. Hat ca 8 std für 20%mehr benötigt, mein Auto hat zwar kurz das Bluetooth erkannt, dann hat das Handy geflackert und weg war es wieder.nach 8 Versuchen hab ich es aufgegeben. Apps funktionierten auch nicht mehr und liessen sich von meinem Huawei mit nichts übertragen. Auch finde ich es für die Grösse viel zu hoch und das Material macht einen minderwertigen Eindruck. Also ging es zurück. Bin gespannt wie lange ich auf die Gutschrift warten muss.
"
,DieterP,"3,0 su 5 stelle",Recensito in Germania il 5 gennaio 2025,"Das Handy Sony Xperia 10 VI macht einen ordentlichen Eindruck, hat aber zwei Probleme weshalb ich es zurückschicken musste.
Das Hauptproblem ist, dass sich die Schriftgröße bei WhatsApp nicht groß genug einstellen lies, was bei dem Sony Xperia 10 II, welches wir ersetzen wollten, kein Problem war. Außerdem konnten wir vom Computer aus nicht auf die Daten im neuen Handy zugreifen. Auch das funktioniert mit dem alten Handy einwandfrei.
"
,Diana,"4,0 su 5 stelle",Recensito in Germania il 9 novembre 2024,"Gefällt mir gut.
"
,hering91,"5,0 su 5 stelle",Recensito in Germania il 5 gennaio 2025,"Wozu viel Geld für ein Smartphone ausgeben, wenn  das Handy es mit den großen und schweren Handy s aufnehmen kann.  Es har sogar für eine Speicherkarte Platz, statt einer zweiten Sim-Karte ."
,Rebekka Brandt,"2,0 su 5 stelle",Recensito in Germania il 4 gennaio 2025,"Dieses Handy hat seine Vor und Nachteile. Vorteile sind: es ist klein und soll wohl laut Tests einen guten Akku haben. Auch ist die Leistung insgesamt gut. Ein Bonus ist: es ist eines der ersten ""nachhaltigen"" Smartphones. Es soll aus recyceltem Material hergestellt worden sein. (Sieht und riecht man natürlich nicht 😉😋) Die Nachteile: laut offiziellen Tests und. Berichten soll bei einzelnen Geräten der Bildschirm gelegentlich flackern. Das ist bei einem Handy dieser Preisklasse nicht angebracht. Nein, es ist ein absolutes No-Go. Überdies gefällt mir nicht, dass weder Kabel noch Ladegerät im Päckchen ist. Bei anderen neuen Handys ist mindestens ein Kabel dabei.

Insgesamt akzeptabel.
"
,Magda,"5,0 su 5 stelle",Recensito in Germania il 5 gennaio 2025,"Der Akku hält ewig. Das Handy kann alles was ich brauche. Der Preis passt auch. Bin wie immer sehr happy mit meinem Sony Handy. Das ist schon das dritte.
"
,Lukas,"2,0 su 5 stelle",Recensito in Germania il 15 novembre 2024,"after using for almost a year i could say the phone itself is okey. I like the screen and the size is perfect. I love the 3.5jack and the sd card slot.

But the software is horrible. It lags and sometimes it would get stuck on the top bar menu. When i click the button to lock the phone it would think i double click and would open the camera. Super annoying.
"
,S.,"5,0 su 5 stelle",Recensito in Germania il 5 novembre 2024,"Display echt gut in Auflösung, Fotos kann man super mit machen, beeindruckenden Akku-Standzeit,...lade gerade bei normalen Gebrauch nur 1 x die Woche.
"
,Gabi S.,"5,0 su 5 stelle",Recensito in Germania il 25 gennaio 2025,"Kaufe SONY Handys seit mindestens 1994. SONY Handys sind einfach nur gut.
"
,bilec,"5,0 su 5 stelle",Recensito in Germania il 15 febbraio 2025,"Amazing phone. I would say the best.
"
,Amazon Kunde,"5,0 su 5 stelle",Recensito in Germania il 8 gennaio 2025,"Mir gefällt das handy sehr gut und funktioniert super
"
,Amazon Kunde,"5,0 su 5 stelle",Recensito in Germania il 19 settembre 2024,"Have been using for 2 months and something. Nothing to complain. Just good product.
"
,Olly,"5,0 su 5 stelle",Recensito in Germania il 2 novembre 2024,"Das Handy ist wieder Erwarten gut sieht gut aus macht einen guten Job
"
,berny,"5,0 su 5 stelle",Recensito in Germania il 14 gennaio 2025,"Okay, Preis Leistung ebenfalls sehr gut
"
,Michiel Bester,"5,0 su 5 stelle",Recensito in Germania il 25 ottobre 2024,"Ordered the phone, got exactly what I expected. No issues.
"
,ausm s.,"5,0 su 5 stelle",Recensito in Germania il 10 novembre 2024,"Fur das ganz normale Leben ... super handlicher Mini-Computer-Telefon-Fotoapperat.
"
